employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,Gender,Resting_Heart_Rate,company_Glasses,company_Pear,department_BigData,department_Design,department_Sales,department_Search Engine,department_Support,Workload_Score,Experience_Pressure,HeartRate_Stress,Stress_Score,Stress_Level
7,35,28,7,95266.49474,11437.38242,5,1,75.4,False,False,True,False,False,False,False,7.777777777777778,2,5.483870967741936,5.356272401433692,1
46,30,22,9,58127.95376,19649.8083,2,1,76.1,False,True,False,True,False,False,False,10.0,7,5.672043010752686,7.801612903225806,2
18,30,22,9,97820.68845,14527.41891,3,0,65.1,False,False,True,False,False,False,False,10.0,6,2.7150537634408582,6.614516129032257,2
45,43,39,4,60129.49492,13011.80491,3,1,66.5,True,False,False,False,False,False,False,4.444444444444445,1,3.0913978494623655,3.0051971326164875,1
65,45,40,5,54212.36856,15502.56489,4,1,72.3,False,False,True,False,False,False,False,5.555555555555555,1,4.650537634408601,3.917383512544802,1
25,48,44,5,124496.0456,16745.43429,2,1,68.6,False,False,False,False,False,True,False,5.555555555555555,3,3.655913978494622,4.218996415770609,1
6,39,34,4,127012.8572,18032.25181,3,1,66.9,True,False,False,True,False,False,False,4.444444444444445,1,3.198924731182797,3.037455197132617,1
21,34,30,4,79142.57018,14262.54011,3,0,67.2,True,False,False,False,False,False,False,4.444444444444445,1,3.279569892473119,3.0616487455197134,1
13,36,32,5,94426.9153,16458.85181,2,1,64.9,False,True,False,True,False,False,False,5.555555555555555,3,2.661290322580647,3.920609318996416,1
55,37,31,7,64746.75634,16562.71917,3,0,68.7,True,False,False,False,False,False,False,7.777777777777778,4,3.682795698924732,5.41594982078853,1
32,47,44,2,122060.5673,14107.45571,4,1,73.3,True,False,False,True,False,False,False,2.2222222222222223,0,4.919354838709676,2.364695340501792,0
12,42,38,4,126228.6378,16054.41453,3,1,81.0,True,False,False,False,False,False,False,4.444444444444445,1,6.989247311827956,4.1745519713261645,1
56,43,41,2,78846.76591,24792.91,1,1,75.4,True,False,False,False,False,False,False,2.2222222222222223,1,5.483870967741936,2.8340501792114696,0
44,33,29,4,42576.86073,15959.99424,2,1,74.7,True,False,True,False,False,False,False,4.444444444444445,2,5.295698924731184,3.966487455197133,1
66,32,30,2,48881.70424,24792.91,2,0,62.8,True,False,False,False,False,True,False,2.2222222222222223,0,2.096774193548386,1.5179211469534049,0
24,31,27,4,97970.27943,13519.14989,4,0,72.0,False,True,False,True,False,False,False,4.444444444444445,0,4.569892473118279,3.1487455197132617,1
19,43,43,1,121059.077,24792.91,1,0,70.8,False,True,False,False,True,False,False,1.1111111111111112,0,4.247311827956988,1.7186379928315407,0
49,46,48,1,83793.90905,21926.69229,3,1,72.7,True,False,False,False,False,True,False,1.1111111111111112,0,4.758064516129032,1.871863799283154,0
17,30,22,9,75886.07942,20003.33857,2,1,71.1,True,False,False,False,False,True,False,10.0,7,4.32795698924731,7.398387096774193,2
1,45,39,6,111102.3614,18105.1149,3,1,81.1,True,False,False,False,False,False,False,6.666666666666666,3,7.016129032258062,5.671505376344085,1
62,41,34,7,51837.0171,12640.52002,2,0,73.1,False,False,False,False,False,True,False,7.777777777777778,5,4.86559139784946,6.070788530465949,2
53,38,40,1,95271.3141,16757.06291,4,0,71.6,False,True,False,True,False,False,False,1.1111111111111112,0,4.462365591397848,1.7831541218637987,0
13,30,22,7,134312.9978,20659.53364,3,0,62.5,False,True,False,False,True,False,False,7.777777777777778,4,2.0161290322580645,4.91594982078853,1
49,36,30,6,40000.0,11636.24498,4,0,71.8,False,False,False,False,False,False,True,6.666666666666666,2,4.516129032258063,4.621505376344086,1
20,37,33,4,89679.3484,24792.91,1,0,77.5,True,False,False,False,False,False,False,4.444444444444445,3,6.048387096774192,4.492293906810035,1
60,37,30,7,44392.06596,14930.60672,3,1,75.4,False,False,False,False,False,False,True,7.777777777777778,4,5.483870967741936,5.956272401433692,1
46,49,48,6,92647.42431,15140.22586,3,1,62.2,True,False,False,False,False,False,False,6.666666666666666,3,1.9354838709677424,4.147311827956989,1
50,49,47,3,67212.57309,20079.83103,2,0,69.8,False,False,True,False,False,False,False,3.333333333333333,1,3.9784946236559127,2.826881720430107,0
19,43,42,1,105118.2958,11367.26915,4,1,79.8,True,False,False,False,False,True,False,1.1111111111111112,0,6.666666666666665,2.444444444444444,0
1,39,32,7,113337.607,24792.91,1,0,72.0,False,True,False,False,True,False,False,7.777777777777778,6,4.569892473118279,6.282078853046595,2
30,49,43,8,102284.5586,20644.24472,1,0,75.2,True,False,False,False,False,False,False,8.88888888888889,7,5.430107526881721,7.284587813620072,2
1,33,26,7,108836.9053,14861.38621,3,1,80.5,True,False,False,False,False,False,False,7.777777777777778,4,6.854838709677419,6.367562724014336,2
76,32,25,7,47608.19383,14719.01477,5,0,71.6,False,False,False,False,False,False,True,7.777777777777778,2,4.462365591397848,5.049820788530465,1
35,45,41,4,114559.052,12235.5771,4,1,76.1,True,False,False,True,False,False,False,4.444444444444445,0,5.672043010752686,3.4793906810035837,1
40,39,31,8,57769.40449,12814.79287,3,0,75.1,False,False,True,False,False,False,False,8.88888888888889,5,5.403225806451611,6.6765232974910385,2
66,44,46,1,54013.82761,15743.49543,4,0,74.3,True,False,False,False,False,True,False,1.1111111111111112,0,5.188172043010751,2.0008960573476697,0
3,32,24,9,105468.6927,16437.58561,3,1,74.9,False,False,True,False,False,False,False,10.0,6,5.349462365591399,7.40483870967742,2
37,49,44,5,80370.04265,16605.48419,2,1,69.9,False,False,False,False,False,True,False,5.555555555555555,3,4.005376344086023,4.323835125448029,1
6,39,33,5,149127.801,18339.89597,2,0,69.9,False,True,False,False,True,False,False,5.555555555555555,3,4.005376344086023,4.323835125448029,1
24,32,27,5,105543.8534,11824.96808,3,1,67.5,False,True,False,False,True,False,False,5.555555555555555,2,3.3602150537634405,3.8302867383512544,1
16,39,35,4,92533.39969,18633.7462,4,1,63.6,True,False,False,False,False,True,False,4.444444444444445,0,2.3118279569892475,2.471326164874552,0
35,42,39,3,98381.81693,14397.683,4,1,77.9,True,False,False,False,False,True,False,3.333333333333333,0,6.155913978494625,3.180107526881721,1
80,49,48,1,84457.68605,9000.0,5,1,71.5,True,False,False,False,False,True,False,1.1111111111111112,0,4.435483870967741,1.7750896057347667,0
39,38,33,5,40000.0,18388.83298,2,0,78.1,True,False,False,False,False,False,False,5.555555555555555,3,6.209677419354836,4.985125448028673,1
10,33,28,5,103602.3957,14903.19867,4,0,79.7,True,False,False,False,False,False,False,5.555555555555555,1,6.63978494623656,4.51415770609319,1
60,31,29,2,78474.20209,9000.0,5,0,71.1,True,False,False,False,False,True,False,2.2222222222222223,0,4.32795698924731,2.187275985663082,0
1,35,30,6,97648.66723,17154.96914,2,1,65.7,False,True,False,True,False,False,False,6.666666666666666,4,2.876344086021506,4.729569892473118,1
41,39,37,2,79007.48086,24792.91,1,1,70.3,True,False,False,False,False,False,False,2.2222222222222223,1,4.112903225806451,2.422759856630824,0
70,38,34,4,70958.02781,18541.95554,3,0,68.4,False,True,False,True,False,False,False,4.444444444444445,1,3.60215053763441,3.158422939068101,1
13,35,31,4,45698.213,17846.29459,3,1,61.7,False,False,False,False,False,False,True,4.444444444444445,1,1.801075268817205,2.6181003584229394,0
40,30,22,8,40000.0,19445.03941,2,0,70.1,True,False,True,False,False,False,False,8.88888888888889,6,4.059139784946234,6.573297491039426,2
72,42,37,5,56678.64392,15167.0059,3,1,71.9,False,False,False,False,False,False,True,5.555555555555555,2,4.543010752688173,4.185125448028674,1
76,38,35,3,59981.69505,9000.0,5,1,68.3,True,False,False,True,False,False,False,3.333333333333333,0,3.5752688172043,2.405913978494623,0
12,30,23,5,81184.34189,13268.66211,5,0,67.8,False,False,True,False,False,False,False,5.555555555555555,0,3.4408602150537626,3.2544802867383513,1
27,34,29,5,64417.05989,18825.51758,2,0,65.5,True,False,False,False,False,False,False,5.555555555555555,3,2.82258064516129,3.9689964157706092,1
34,47,42,5,128956.8532,13393.75481,4,0,73.5,True,False,False,False,False,False,False,5.555555555555555,1,4.973118279569892,4.01415770609319,1
1,30,23,6,121228.104,24792.91,1,0,81.3,True,False,False,False,False,False,False,6.666666666666666,5,7.069892473118278,6.28763440860215,2
80,47,47,1,63147.22365,15263.56244,4,1,77.7,True,False,False,False,False,True,False,1.1111111111111112,0,6.102150537634409,2.275089605734767,0
1,33,26,7,144301.9067,15598.00645,3,0,75.7,False,True,False,True,False,False,False,7.777777777777778,4,5.564516129032259,5.980465949820789,1
17,33,31,3,151417.5914,19569.68349,3,1,74.6,False,True,False,False,True,False,False,3.333333333333333,0,5.268817204301072,2.913978494623655,0
20,33,27,6,54359.86189,15629.997,3,0,71.5,False,False,False,False,False,False,True,6.666666666666666,3,4.435483870967741,4.8973118279569885,1
39,46,45,1,85881.08146,13837.04021,2,0,62.3,False,True,False,False,False,False,False,1.1111111111111112,0,1.9623655913978486,1.033154121863799,0
33,36,32,4,98095.64412,17552.2234,3,1,69.8,False,False,True,False,False,False,False,4.444444444444445,1,3.9784946236559127,3.2713261648745515,1
8,41,36,5,100749.2608,10590.11036,3,1,67.4,True,False,False,False,False,False,False,5.555555555555555,2,3.333333333333335,3.822222222222223,1
27,48,41,7,102827.0847,16194.94334,1,0,74.0,True,False,False,True,False,False,False,7.777777777777778,6,5.10752688172043,6.44336917562724,2
64,37,34,2,71889.72242,21113.43948,2,1,77.3,True,False,False,False,False,False,False,2.2222222222222223,0,5.994623655913978,2.6872759856630823,0
42,40,38,2,100486.972,17252.33471,4,1,81.2,True,False,False,False,False,True,False,2.2222222222222223,0,7.043010752688172,3.0017921146953404,1
38,37,32,5,85570.36031,23047.18737,1,1,72.4,True,False,False,False,False,False,False,5.555555555555555,4,4.677419354838711,4.8254480286738355,1
1,30,22,8,102500.9907,11866.44311,3,1,64.3,True,False,False,False,False,False,False,8.88888888888889,5,2.499999999999999,5.805555555555555,1
9,30,22,8,105020.1327,22880.55057,3,1,72.9,True,False,False,False,False,True,False,8.88888888888889,5,4.811827956989249,6.49910394265233,2
6,36,31,6,91513.33124,22382.42429,2,0,72.7,True,False,False,False,False,False,False,6.666666666666666,4,4.758064516129032,5.294086021505375,1
58,43,38,5,73834.50698,11454.85455,5,0,75.7,True,False,False,False,False,False,False,5.555555555555555,0,5.564516129032259,3.8915770609319003,1
56,33,29,4,69995.18654,11142.81895,5,0,71.4,True,False,False,False,False,True,False,4.444444444444445,0,4.408602150537636,3.1003584229390686,1
80,46,47,1,43368.09076,20621.38126,3,1,71.6,True,False,False,False,False,True,False,1.1111111111111112,0,4.462365591397848,1.7831541218637987,0
62,31,23,8,40000.0,17699.80646,2,1,69.5,False,False,False,False,False,False,True,8.88888888888889,6,3.897849462365591,6.524910394265233,2
40,35,28,8,93372.4475,16659.25373,2,0,71.3,False,False,False,False,False,True,False,8.88888888888889,6,4.381720430107526,6.670071684587814,2
42,49,47,3,72951.9778,19116.47206,2,1,74.6,False,False,True,False,False,False,False,3.333333333333333,1,5.268817204301072,3.213978494623655,1
30,49,48,1,102324.2179,17474.4412,1,0,61.4,True,False,False,False,False,False,False,1.1111111111111112,0,1.7204301075268813,0.9605734767025089,0
25,36,33,2,89771.44012,16252.45822,4,0,69.5,True,False,True,False,False,False,False,2.2222222222222223,0,3.897849462365591,2.0582437275985663,0
16,44,38,6,106891.7928,13059.76834,4,0,76.1,True,False,False,False,False,False,False,6.666666666666666,2,5.672043010752686,4.968279569892473,1
26,37,34,3,70763.65262,9731.665591,5,0,79.6,False,True,False,False,False,False,False,3.333333333333333,0,6.612903225806449,3.317204301075268,1
44,48,48,1,92205.88519,16722.35945,3,1,69.4,True,False,False,False,False,False,False,1.1111111111111112,0,3.870967741935485,1.6057347670250899,0
1,30,22,9,118510.2438,24792.91,1,0,78.8,False,True,False,False,True,False,False,10.0,8,6.39784946236559,8.319354838709678,2
51,34,33,1,69716.28749,17622.00797,3,1,79.1,False,True,False,False,True,False,False,1.1111111111111112,0,6.478494623655911,2.3879928315412178,0
1,41,35,7,78899.94969,24792.91,1,1,70.9,True,False,False,False,False,True,False,7.777777777777778,6,4.274193548387098,6.19336917562724,2
39,49,41,8,67582.33439,21383.49535,1,1,70.8,True,False,False,False,False,True,False,8.88888888888889,7,4.247311827956988,6.929749103942652,2
4,34,26,8,75259.17489,22399.58479,2,1,71.9,False,False,False,False,False,False,True,8.88888888888889,6,4.543010752688173,6.718458781362008,2
13,31,23,8,113427.0858,16192.62069,4,0,72.2,False,True,False,True,False,False,False,8.88888888888889,4,4.623655913978495,6.1426523297491045,2
5,30,23,4,120640.6049,16062.20931,4,0,76.8,True,False,False,True,False,False,False,4.444444444444445,0,5.86021505376344,3.5358422939068097,1
9,36,31,4,122679.4458,12348.92036,4,1,67.8,True,False,False,False,False,False,False,4.444444444444445,0,3.4408602150537626,2.8100358422939067,0
28,37,36,2,96934.97619,24159.23406,1,0,78.8,False,True,False,False,True,False,False,2.2222222222222223,1,6.39784946236559,3.108243727598566,1
45,41,37,4,96535.32553,9000.0,5,0,67.9,False,False,False,False,False,False,True,4.444444444444445,0,3.4677419354838723,2.8181003584229396,0
30,35,25,9,72765.31203,9000.0,5,0,66.8,True,False,False,False,False,False,False,10.0,4,3.172043010752687,6.151612903225806,2
1,31,25,6,113355.6487,21436.97268,2,1,74.7,True,False,False,False,False,False,False,6.666666666666666,4,5.295698924731184,5.455376344086021,1
34,34,33,1,84689.04585,18398.38401,3,1,76.8,True,False,False,False,False,False,False,1.1111111111111112,0,5.86021505376344,2.2025089605734767,0
6,42,38,4,99015.99823,24792.91,1,1,72.9,True,False,False,False,False,False,False,4.444444444444445,3,4.811827956989249,4.121326164874553,1
34,48,48,1,119898.5272,18182.81463,4,0,73.6,False,True,False,True,False,False,False,1.1111111111111112,0,4.999999999999998,1.9444444444444438,0
65,47,48,1,65434.13373,12882.22051,3,1,81.1,True,False,False,False,False,True,False,1.1111111111111112,0,7.016129032258062,2.5492831541218632,0
11,39,31,8,61955.36485,19311.83033,1,1,79.3,False,False,False,False,False,False,True,8.88888888888889,7,6.532258064516128,7.615232974910394,2
25,34,29,6,61702.46191,15727.70304,4,0,72.3,True,False,True,False,False,False,False,6.666666666666666,2,4.650537634408601,4.661827956989247,1
21,30,22,8,55845.49487,21436.75372,3,0,70.4,False,True,False,True,False,False,False,8.88888888888889,5,4.139784946236561,6.297491039426523,2
9,39,36,4,79301.13366,21427.38621,2,1,77.3,True,False,True,False,False,False,False,4.444444444444445,2,5.994623655913978,4.176164874551971,1
47,32,28,4,40000.0,20702.72555,2,0,75.6,True,False,False,False,False,True,False,4.444444444444445,2,5.537634408602149,4.039068100358422,1
28,31,26,5,92617.2098,13771.14994,5,1,73.8,True,False,False,False,False,True,False,5.555555555555555,0,5.053763440860214,3.7383512544802864,1
46,34,33,1,71329.67954,24150.0118,2,0,69.1,True,False,False,False,False,False,False,1.1111111111111112,0,3.7903225806451597,1.5815412186379922,0
16,38,33,5,116598.6999,16711.7513,3,0,71.7,False,True,False,False,True,False,False,5.555555555555555,2,4.489247311827958,4.16899641577061,1
38,49,41,9,83855.46068,10913.88639,3,0,73.1,False,False,False,False,False,False,True,10.0,6,4.86559139784946,7.259677419354838,2
25,42,47,1,120910.639,16441.08213,4,1,69.5,True,False,False,False,False,True,False,1.1111111111111112,0,3.897849462365591,1.6137992831541217,0
60,47,38,9,74808.19732,16375.35873,3,1,70.7,False,False,False,False,False,True,False,10.0,6,4.220430107526882,7.066129032258065,2
39,35,30,5,40000.0,22022.32422,2,0,73.3,False,False,True,False,False,False,False,5.555555555555555,3,4.919354838709676,4.598028673835125,1
1,34,31,3,153000.0,19207.46005,2,0,68.1,True,False,False,True,False,False,False,3.333333333333333,1,3.5215053763440842,2.689784946236559,0
1,39,33,6,133120.597,15486.86634,2,1,73.3,True,False,False,False,False,False,False,6.666666666666666,4,4.919354838709676,5.342473118279569,1
43,42,41,1,63270.23963,13530.45242,3,1,60.6,True,False,False,False,False,False,False,1.1111111111111112,0,1.505376344086022,0.896057347670251,0
52,39,36,3,58564.85204,12276.71512,5,0,68.5,False,False,False,False,False,False,True,3.333333333333333,0,3.6290322580645156,2.422043010752688,0
80,47,48,1,40000.0,24792.91,1,0,76.8,False,True,False,False,False,False,False,1.1111111111111112,0,5.86021505376344,2.2025089605734767,0
8,33,28,5,96003.98813,22308.77672,3,0,67.3,False,True,False,True,False,False,False,5.555555555555555,2,3.3064516129032246,3.81415770609319,1
1,30,22,3,142188.0572,22745.29371,1,1,74.1,False,True,False,False,True,False,False,3.333333333333333,2,5.134408602150535,3.4736559139784937,1
47,34,25,9,69853.53171,13880.26766,3,0,69.0,False,False,False,False,False,True,False,10.0,6,3.763440860215054,6.929032258064516,2
8,46,38,7,106471.2865,22822.90452,1,0,77.0,True,False,False,False,False,False,False,7.777777777777778,6,5.913978494623655,6.6853046594982075,2
9,35,32,2,85859.63599,12223.91904,5,0,69.6,True,False,False,False,False,False,False,2.2222222222222223,0,3.924731182795697,2.066308243727598,0
38,36,32,4,56102.7208,24792.91,1,0,70.0,False,True,False,False,False,False,False,4.444444444444445,3,4.032258064516129,3.887455197132617,1
69,33,35,1,40000.0,16570.30709,3,0,70.9,False,True,False,False,False,True,False,1.1111111111111112,0,4.274193548387098,1.7267025089605736,0
61,35,39,1,44944.26701,13479.49514,5,0,64.0,False,False,False,False,False,False,True,1.1111111111111112,0,2.419354838709677,1.1702508960573477,0
66,49,48,2,100584.1783,23089.84831,1,0,76.6,False,True,False,False,True,False,False,2.2222222222222223,1,5.806451612903224,2.930824372759856,0
1,45,42,3,123867.8952,19578.24746,1,0,78.4,True,False,False,True,False,False,False,3.333333333333333,2,6.290322580645162,3.8204301075268816,1
57,39,33,6,53299.20858,19071.3024,1,0,70.6,True,False,False,False,False,False,False,6.666666666666666,5,4.193548387096772,5.424731182795698,1
48,36,31,5,62740.19486,21621.7868,2,1,74.6,False,False,True,False,False,False,False,5.555555555555555,3,5.268817204301072,4.702867383512544,1
1,30,22,3,72199.16771,24792.91,1,0,75.0,True,False,True,False,False,False,False,3.333333333333333,2,5.376344086021505,3.5462365591397846,1
27,38,35,3,115279.793,10111.02315,5,1,71.0,False,True,False,False,True,False,False,3.333333333333333,0,4.301075268817204,2.6236559139784945,0
1,35,29,6,120385.1471,17944.89318,2,1,66.7,True,False,False,False,False,False,False,6.666666666666666,4,3.145161290322581,4.81021505376344,1
11,39,31,8,108926.2165,16670.0546,1,1,81.0,True,False,False,True,False,False,False,8.88888888888889,7,6.989247311827956,7.752329749103943,2
22,41,36,6,85028.55972,22116.54055,1,0,70.6,True,False,False,False,False,True,False,6.666666666666666,5,4.193548387096772,5.424731182795698,1
75,48,43,5,48120.37301,24792.91,2,0,69.5,False,False,False,False,False,False,True,5.555555555555555,3,3.897849462365591,4.2915770609319,1
1,30,26,2,147766.7896,11212.11918,4,1,79.0,False,True,False,False,True,False,False,2.2222222222222223,0,6.451612903225806,2.824372759856631,0
19,30,22,7,56272.30585,24792.91,1,0,75.3,False,False,True,False,False,False,False,7.777777777777778,6,5.456989247311826,6.5482078853046595,2
42,36,31,5,84180.54479,11336.50837,5,1,73.3,False,False,False,False,False,False,True,5.555555555555555,0,4.919354838709676,3.6980286738351253,1
21,33,30,4,67291.01716,17624.53389,4,1,66.7,False,False,False,False,False,False,True,4.444444444444445,0,3.145161290322581,2.721326164874552,0
36,37,32,6,61390.59461,21896.05265,2,0,76.4,True,False,False,False,False,True,False,6.666666666666666,4,5.752688172043012,5.592473118279569,1
54,42,37,6,40480.15929,14996.28411,3,0,87.1,True,False,False,False,False,True,False,6.666666666666666,3,8.629032258064514,6.1553763440860205,2
52,38,34,4,73908.51587,20994.88374,2,1,76.2,True,False,False,False,False,True,False,4.444444444444445,2,5.698924731182796,4.087455197132616,1
17,46,40,6,119640.5554,22766.47736,1,0,75.3,False,True,False,True,False,False,False,6.666666666666666,5,5.456989247311826,5.803763440860214,1
45,38,33,5,43602.22019,24447.58823,1,1,75.7,False,False,True,False,False,False,False,5.555555555555555,4,5.564516129032259,5.0915770609319,1
79,42,37,5,54088.40233,13485.58024,4,1,70.7,False,True,False,True,False,False,False,5.555555555555555,1,4.220430107526882,3.7883512544802866,1
21,31,24,8,77310.02435,18108.83226,2,0,71.0,False,False,True,False,False,False,False,8.88888888888889,6,4.301075268817204,6.645878136200717,2
21,37,29,8,140602.3637,20650.74941,2,1,71.2,False,True,False,False,True,False,False,8.88888888888889,6,4.35483870967742,6.662007168458782,2
33,31,26,5,55274.5024,22688.08403,1,0,68.9,True,False,False,False,False,False,False,5.555555555555555,4,3.7365591397849474,4.5431899641577065,1
46,42,39,3,40000.0,20735.76119,1,1,69.9,True,False,True,False,False,False,False,3.333333333333333,2,4.005376344086023,3.1349462365591396,1
30,43,38,5,88747.59519,18321.3682,3,0,70.6,False,False,False,False,False,False,True,5.555555555555555,2,4.193548387096772,4.080286738351254,1
39,37,29,7,57908.02364,22245.49089,2,0,71.4,False,False,False,False,False,False,True,7.777777777777778,5,4.408602150537636,5.933691756272402,1
27,41,35,6,74245.35208,19233.96513,2,0,71.2,True,False,True,False,False,False,False,6.666666666666666,4,4.35483870967742,5.173118279569892,1
19,49,48,2,116781.8852,24792.91,1,0,73.0,True,False,False,False,False,True,False,2.2222222222222223,1,4.838709677419354,2.640501792114695,0
49,41,38,3,65202.89515,12716.99777,5,1,72.0,False,False,False,False,False,False,True,3.333333333333333,0,4.569892473118279,2.704301075268817,0
33,32,24,8,60751.45248,12752.21279,3,1,73.5,False,False,False,False,False,True,False,8.88888888888889,5,4.973118279569892,6.547491039426523,2
1,30,22,9,72006.51336,20201.70643,2,1,80.5,True,False,False,False,False,True,False,10.0,7,6.854838709677419,8.156451612903226,2
9,38,29,9,101182.2697,10893.72745,3,1,73.7,False,False,True,False,False,False,False,10.0,6,5.026881720430108,7.308064516129032,2
52,47,47,1,85883.85405,19197.29916,2,0,82.4,True,False,False,False,False,True,False,1.1111111111111112,0,7.365591397849464,2.6541218637992836,0
46,44,45,1,94073.91847,13634.83231,4,0,73.0,True,False,False,False,False,False,False,1.1111111111111112,0,4.838709677419354,1.8960573476702507,0
13,39,34,5,101661.7672,13064.52616,3,0,69.9,True,False,False,False,False,True,False,5.555555555555555,2,4.005376344086023,4.023835125448029,1
69,49,48,3,90351.91191,14489.05907,4,0,78.8,True,False,False,False,False,True,False,3.333333333333333,0,6.39784946236559,3.25268817204301,1
60,43,41,2,68973.04345,10374.00703,5,1,71.0,False,False,False,False,False,False,True,2.2222222222222223,0,4.301075268817204,2.1792114695340503,0
38,40,41,1,102369.3659,24792.91,2,0,59.0,False,True,False,True,False,False,False,1.1111111111111112,0,1.075268817204301,0.7670250896057348,0
25,41,38,3,113182.1085,20371.04333,2,0,71.6,True,False,False,False,False,False,False,3.333333333333333,1,4.462365591397848,2.972043010752688,0
5,37,34,3,66892.7387,20445.3747,2,0,70.2,False,False,True,False,False,False,False,3.333333333333333,1,4.086021505376344,2.8591397849462368,0
75,33,28,6,40000.0,13425.96221,4,0,80.2,False,False,False,False,False,False,True,6.666666666666666,2,6.774193548387098,5.298924731182796,1
33,41,39,2,90075.93575,18554.86552,3,1,66.9,False,True,False,True,False,False,False,2.2222222222222223,0,3.198924731182797,1.8485663082437278,0
1,36,23,9,70028.80767,14511.58955,2,0,71.5,False,False,False,False,False,False,True,10.0,7,4.435483870967741,7.430645161290322,2
16,40,36,4,149294.5529,9000.0,4,0,78.2,False,True,False,False,True,False,False,4.444444444444445,0,6.236559139784946,3.6487455197132617,1
19,33,23,9,103973.1767,12110.70835,4,1,75.0,False,False,True,False,False,False,False,10.0,5,5.376344086021505,7.112903225806452,2
36,44,35,9,57422.18525,16493.37451,3,1,72.7,True,False,False,False,False,True,False,10.0,6,4.758064516129032,7.227419354838709,2
24,40,38,2,96276.63322,19008.76151,4,1,67.5,True,False,False,False,False,False,False,2.2222222222222223,0,3.3602150537634405,1.8969534050179209,0
1,30,23,6,88420.95546,24792.91,1,1,73.8,False,True,False,True,False,False,False,6.666666666666666,5,5.053763440860214,5.68279569892473,1
32,44,39,6,94915.21685,23649.7932,1,0,72.5,True,False,False,False,False,False,False,6.666666666666666,5,4.704301075268817,5.577956989247311,1
11,34,29,5,85269.90005,24223.09387,1,1,68.1,False,True,False,True,False,False,False,5.555555555555555,4,3.5215053763440842,4.478673835125448,1
59,43,38,4,80175.7079,23621.10756,1,0,68.5,True,False,False,False,False,False,False,4.444444444444445,3,3.6290322580645156,3.7664874551971326,1
35,40,38,3,64096.71402,17629.75143,2,0,67.5,False,True,False,True,False,False,False,3.333333333333333,1,3.3602150537634405,2.6413978494623653,0
23,30,25,2,81640.03555,24792.91,1,1,65.8,False,True,False,True,False,False,False,2.2222222222222223,1,2.903225806451612,2.0598566308243726,0
15,31,28,4,72458.09044,24792.91,1,0,76.1,True,False,True,False,False,False,False,4.444444444444445,3,5.672043010752686,4.379390681003584,1
80,49,48,1,49290.67519,12163.4525,5,0,75.4,False,False,False,False,False,False,True,1.1111111111111112,0,5.483870967741936,2.089605734767025,0
1,30,22,9,70060.4301,24695.54899,1,1,77.6,True,False,False,False,False,True,False,10.0,8,6.075268817204299,8.22258064516129,2
52,41,41,1,70962.89987,24163.7888,2,0,71.1,True,False,False,False,False,False,False,1.1111111111111112,0,4.32795698924731,1.7428315412186375,0
23,39,34,6,52059.08447,21696.19676,1,0,71.2,True,False,True,False,False,False,False,6.666666666666666,5,4.35483870967742,5.473118279569892,1
44,33,24,9,61556.43384,19093.52586,2,0,71.9,False,False,True,False,False,False,False,10.0,7,4.543010752688173,7.462903225806452,2
35,34,35,1,73182.65034,12994.04779,4,0,75.8,True,False,True,False,False,False,False,1.1111111111111112,0,5.591397849462364,2.1218637992831537,0
11,39,29,9,80644.54837,18347.18941,1,1,64.2,False,False,False,False,False,True,False,10.0,8,2.473118279569893,7.141935483870968,2
32,31,25,7,91438.93917,18129.48268,4,0,69.8,False,False,False,False,False,False,True,7.777777777777778,3,3.9784946236559127,5.204659498207885,1
1,30,22,9,118664.6013,24792.91,1,1,68.5,True,False,False,True,False,False,False,10.0,8,3.6290322580645156,7.4887096774193544,2
10,30,29,1,106912.7057,24792.91,2,1,77.3,False,True,False,False,False,False,False,1.1111111111111112,0,5.994623655913978,2.2428315412186377,0
24,30,22,9,46831.05515,24792.91,1,0,70.5,False,False,False,False,False,False,True,10.0,8,4.166666666666666,7.65,2
3,33,36,1,96083.25547,24792.91,2,1,62.5,False,True,False,False,False,False,False,1.1111111111111112,0,2.0161290322580645,1.049283154121864,0
23,33,31,2,96012.89672,19905.55171,3,0,72.1,True,False,False,False,False,False,False,2.2222222222222223,0,4.596774193548385,2.2679211469534044,0
51,38,34,5,80327.73472,16373.9743,4,0,70.2,False,True,False,True,False,False,False,5.555555555555555,1,4.086021505376344,3.748028673835125,1
28,40,34,6,90444.85137,23038.58793,1,0,69.7,True,False,False,False,False,False,False,6.666666666666666,5,3.951612903225807,5.352150537634408,1
56,40,39,1,95399.6254,14854.23867,4,1,67.7,True,False,False,True,False,False,False,1.1111111111111112,0,3.413978494623656,1.4686379928315412,0
56,32,26,6,58894.53123,15150.42463,4,0,68.6,False,True,False,True,False,False,False,6.666666666666666,2,3.655913978494622,4.363440860215054,1
18,49,43,8,67012.86491,16966.61773,3,0,77.1,False,False,False,False,False,False,True,8.88888888888889,5,5.940860215053761,6.8378136200716835,2
1,32,24,8,126057.572,10806.55135,4,0,73.8,True,False,False,False,False,False,False,8.88888888888889,4,5.053763440860214,6.27168458781362,2
1,45,45,1,104291.9311,17184.35519,4,1,70.3,True,False,True,False,False,False,False,1.1111111111111112,0,4.112903225806451,1.6783154121863797,0
