employee_id,company,department,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,Gender,Resting_Heart_Rate
5,Glasses,AI,37,33,4,113934.9964,15549.84064,4,Female,62.8
40,Cheerper,BigData,37,30,8,90870.39362,9000,5,Female,69.6
24,Glasses,AI,38,37,1,75688.77167,24792.91,1,Male,75.2
69,Cheerper,Search Engine,39,36,3,67900.23216,20673.17362,3,Male,74.8
42,Glasses,Search Engine,30,22,5,61587.26672,18941.564,4,Female,74
1,Glasses,Design,35,29,6,140104.2306,24792.91,1,Male,78.8
36,Glasses,AI,48,40,8,100384.3246,9000,3,Female,76.3
37,Glasses,Design,30,23,5,97698.77872,17474.06449,3,Female,61.6
21,Glasses,AI,49,43,8,100464.8176,11591.85604,2,Male,71.7
73,Glasses,AI,46,44,2,40000,23791.27441,1,Female,71.4
39,Glasses,Search Engine,37,35,2,83841.30126,9048.182115,5,Female,70.4
29,Cheerper,Search Engine,46,39,7,111704.285,13305.67225,3,Male,70
29,Glasses,Search Engine,44,39,5,108967.8077,12383.26814,3,Female,67.2
40,Glasses,Search Engine,38,30,8,74176.02605,18462.06362,3,Female,85
45,Cheerper,BigData,49,47,2,87415.64532,11998.7207,5,Male,69.8
1,Pear,Sales,33,25,8,148682.598,14306.62802,3,Female,84.5
80,Glasses,BigData,47,48,1,40000,24187.43883,2,Female,65.6
80,Pear,AI,40,36,4,40000,18469.85314,3,Female,75.2
1,Glasses,AI,40,37,4,116002.6083,15441.42194,3,Female,73
73,Glasses,Search Engine,43,43,1,43530.89559,20848.52151,2,Female,66.5
1,Pear,Sales,37,34,4,145458.9148,21124.3719,3,Female,69.4
41,Cheerper,BigData,49,45,4,107689.324,14815.92092,2,Female,72.3
21,Glasses,Search Engine,44,42,3,77078.91373,22267.70827,1,Female,67.6
78,Glasses,AI,35,32,3,70367.98682,19255.91226,4,Male,70.1
45,Cheerper,BigData,49,46,4,49284.21348,19754.86584,1,Female,60.5
1,Glasses,Search Engine,30,22,7,96800.90402,24042.48258,3,Female,75.9
43,Cheerper,BigData,45,41,4,91642.17433,22874.59917,2,Male,78.3
60,Glasses,AI,33,28,5,76075.9447,17526.59389,3,Male,74.1
5,Glasses,AI,44,37,7,110512.8595,12430.56392,3,Male,84.3
80,Glasses,BigData,49,48,1,40000,13953.92741,3,Female,74.9
45,Cheerper,BigData,36,34,2,69420.00975,16295.14528,4,Female,76.8
16,Glasses,AI,33,28,5,102747.0594,15004.53431,3,Female,78
80,Pear,Design,49,48,1,85897.74484,16565.55955,3,Female,57.7
41,Glasses,Search Engine,42,39,3,68062.23051,23085.25928,1,Female,73.8
13,Pear,Sales,30,22,5,67948.36862,24792.91,1,Male,64.8
29,Glasses,Design,49,48,1,110070.4025,18866.93186,3,Female,65.5
1,Glasses,AI,30,22,9,106039.9093,13218.84667,3,Male,67.9
58,Cheerper,Search Engine,37,30,7,58413.97695,24697.60264,1,Male,71.1
41,Glasses,Sales,49,45,4,123704.591,14697.61262,2,Female,75.6
8,Pear,Design,32,28,4,97785.11126,19228.71119,1,Female,73.7
25,Pear,Search Engine,32,33,1,66703.01743,20137.91536,3,Female,70.5
1,Glasses,AI,35,27,9,115220.501,22011.72202,2,Male,76.8
15,Pear,Sales,30,22,8,148683.7747,23390.25431,1,Male,76.5
56,Glasses,AI,36,31,5,74450.87516,13704.88162,4,Female,74.2
1,Pear,Sales,30,22,7,115530.7939,22823.24144,2,Male,63.7
56,Cheerper,Support,46,42,4,52822.12611,15515.84718,3,Female,68.5
15,Cheerper,Support,41,37,4,81386.33953,24792.91,1,Female,72.1
25,Glasses,AI,30,28,2,95153.54091,21158.27561,3,Female,74.5
53,Pear,Sales,37,33,5,83249.27708,15257.93521,3,Male,65.4
40,Glasses,Search Engine,37,39,1,78865.52997,24792.91,2,Male,70.8
4,Pear,Sales,38,31,7,122761.8669,14518.42483,3,Male,64.9
80,Cheerper,Support,46,44,2,40000,16631.99864,4,Male,76.7
80,Cheerper,Support,49,48,5,40000,24546.41897,1,Male,73.9
16,Glasses,AI,37,33,4,105558.5606,15174.51299,3,Male,65
30,Cheerper,BigData,44,38,6,94014.50562,10965.8836,4,Male,65.9
80,Cheerper,BigData,38,37,1,55125.03464,10311.52418,5,Male,72.8
29,Cheerper,Support,40,40,1,70855.62071,21012.91684,2,Male,77.9
1,Glasses,AI,30,24,5,132452.2451,24792.91,1,Male,66.2
72,Glasses,Search Engine,39,37,2,50902.35089,19490.68937,3,Female,75.2
29,Pear,Design,43,39,4,61886.86059,24792.91,1,Male,69.3
7,Glasses,Search Engine,30,22,7,70626.00243,19088.27112,3,Male,76.4
6,Glasses,Search Engine,38,35,2,81662.61007,22387.73365,1,Female,74.6
41,Pear,AI,38,37,1,92725.02208,19808.19287,4,Male,71.7
59,Glasses,Support,36,33,3,40000,24792.91,2,Male,62.2
16,Glasses,BigData,49,43,7,73798.66965,21658.12452,1,Female,76.7
33,Glasses,Search Engine,39,39,1,101453.6835,23935.22052,3,Male,73.5
28,Glasses,AI,42,41,2,104738.196,18897.4786,2,Female,73.4
6,Glasses,AI,44,39,5,104535.6239,23921.3055,1,Female,73.4
45,Glasses,Search Engine,31,26,5,90153.97021,15250.08808,4,Female,67.4
55,Pear,Design,39,37,2,89486.55163,16987.96067,3,Female,76.7
14,Glasses,Search Engine,30,22,9,92846.63092,12043.82953,4,Male,77.4
76,Cheerper,Support,37,35,2,41858.47444,22912.16821,4,Male,65.8
1,Pear,AI,33,28,6,108082.6182,24792.91,1,Male,78.7
42,Cheerper,BigData,33,24,9,40000,12954.6055,3,Male,73.7
36,Glasses,AI,30,22,6,65725.76938,19276.64029,3,Male,72.6
42,Glasses,AI,37,36,1,84677.79338,14719.47414,4,Male,70
49,Cheerper,BigData,33,27,6,59043.37529,16463.46213,4,Male,71.8
73,Cheerper,Search Engine,39,39,1,71582.73131,15416.27709,4,Female,77.8
30,Cheerper,BigData,30,22,7,86371.64977,20338.334,3,Male,77.5
80,Glasses,BigData,38,37,2,40000,24792.91,1,Female,76.3
32,Glasses,Search Engine,30,22,9,40000,24792.91,2,Male,73.8
41,Pear,AI,32,32,1,58771.87698,21369.01166,3,Male,75
24,Glasses,BigData,30,22,9,40000,17240.12727,4,Female,68.7
36,Pear,Design,49,43,6,80672.71124,20048.99924,1,Female,75.9
2,Glasses,Search Engine,40,35,5,104385.442,17366.85998,3,Female,71.4
61,Glasses,BigData,40,36,5,43327.588,24792.91,1,Male,61.9
45,Cheerper,Search Engine,41,31,9,58913.92518,18403.09676,3,Female,65.5
30,Cheerper,BigData,39,34,5,82170.57578,17871.4059,2,Male,68.8
52,Glasses,Search Engine,39,35,5,60885.2032,24792.91,1,Male,74.2
57,Glasses,Design,43,42,2,106132.1086,9000,5,Male,68.1
56,Glasses,Search Engine,30,24,6,40000,24792.91,2,Female,69
30,Glasses,Search Engine,42,38,5,62335.32578,20612.25441,1,Male,76.1
38,Glasses,AI,42,41,1,135361.5034,18336.82311,4,Male,68.3
34,Glasses,Search Engine,49,45,4,91410.86489,23561.04897,1,Female,79
45,Pear,Sales,43,41,3,124712.4444,24595.39775,1,Male,77.6
31,Cheerper,Support,31,25,6,40000,12152.1211,5,Male,72.2
1,Cheerper,BigData,35,26,8,111794.5204,23311.68164,1,Female,76.6
39,Cheerper,Support,45,42,3,61398.75109,12256.23436,4,Female,74.9
35,Pear,Design,39,38,1,101599.0441,10737.97614,4,Male,69.7
16,Pear,Sales,33,27,6,94765.33562,24792.91,1,Male,76.5
17,Glasses,Search Engine,38,29,9,71739.55167,18690.83434,1,Female,78.3
1,Glasses,AI,30,27,2,149344.1443,24792.91,3,Male,66
55,Glasses,Search Engine,33,28,5,47951.32288,15691.43181,3,Male,72.6
1,Cheerper,Search Engine,31,24,7,125968.0779,17890.35083,3,Female,73.1
53,Glasses,BigData,33,29,4,42408.71447,17817.98987,3,Male,75.8
14,Glasses,Search Engine,30,27,2,111845.2427,17378.97353,4,Female,68.6
68,Cheerper,Search Engine,42,38,4,73636.24909,13238.25194,3,Female,69
26,Pear,AI,40,37,3,91041.08764,24792.91,1,Male,72.4
16,Glasses,Design,37,26,9,86502.86706,16534.64053,1,Male,79.2
1,Cheerper,BigData,37,32,5,99329.35025,10950.16333,5,Male,66
37,Glasses,Search Engine,42,37,5,48331.08799,24792.91,1,Male,67.2
5,Glasses,AI,49,44,6,112468.4884,24792.91,1,Female,70.3
32,Cheerper,BigData,49,48,6,93415.04414,9035.552542,2,Male,71.2
7,Cheerper,Search Engine,38,31,7,110723.1399,11455.40757,3,Male,63.9
8,Glasses,Search Engine,47,45,2,75358.46099,24792.91,1,Female,79.1
45,Pear,Design,38,35,3,68953.11258,18826.3208,1,Male,70.8
46,Glasses,Search Engine,43,38,4,53617.09523,19356.32716,1,Male,70.6
80,Glasses,Search Engine,36,36,1,40000,19840.57862,3,Male,78.9
27,Pear,Design,38,35,3,88445.60522,22785.42763,1,Female,75.1
1,Pear,Sales,30,23,6,145433.2941,19269.77173,1,Male,69.3
37,Pear,AI,39,35,4,67594.95539,16332.01848,2,Female,72.7
54,Cheerper,Support,40,33,6,40000,19997.07643,2,Male,72.3
22,Glasses,BigData,35,30,5,45018.10799,19731.96743,2,Male,79.2
33,Pear,Sales,45,39,6,102298.2738,22399.82093,2,Male,71.9
46,Cheerper,BigData,38,32,6,64679.85434,19447.97784,2,Male,65.2
1,Glasses,AI,32,26,6,103206.2704,20891.12021,2,Male,62.7
1,Cheerper,AI,36,23,9,102718.7437,14324.14104,2,Female,80.6
10,Glasses,BigData,33,29,4,67810.6731,19725.20098,2,Male,67.6
15,Glasses,Search Engine,30,22,9,57173.40674,15630.19783,3,Male,76.2
9,Pear,Search Engine,30,22,4,92260.52169,18933.02244,5,Female,71.8
33,Glasses,AI,35,35,1,83209.77197,24792.91,2,Male,68.7
1,Glasses,Search Engine,34,28,7,113297.7274,18527.8588,3,Female,71.2
38,Cheerper,BigData,41,43,1,74798.3919,14936.32742,3,Male,79
79,Pear,Design,40,36,4,63059.31469,20583.64662,3,Female,64.7
10,Cheerper,Support,32,25,6,97758.13534,9000,5,Male,70.2
8,Glasses,Search Engine,30,22,7,79314.82089,15478.62362,3,Male,76.8
1,Pear,Sales,34,31,3,116589.8732,16165.4171,3,Male,64.9
1,Cheerper,AI,43,36,7,150951.4593,24107.03601,1,Male,79.5
58,Cheerper,Support,37,34,3,44964.6339,20216.24562,2,Female,75.9
1,Glasses,Search Engine,30,22,9,57623.77541,24792.91,1,Female,74.3
43,Glasses,AI,37,32,5,89715.35688,21768.83149,3,Female,69.5
1,Cheerper,Search Engine,30,22,9,140954.1128,22666.23322,2,Male,65.8
57,Glasses,Search Engine,40,36,4,40000,24141.744,1,Female,75.4
30,Cheerper,BigData,44,41,3,71918.5558,16321.70995,2,Female,85.5
10,Glasses,Search Engine,30,25,5,73826.21352,17219.35474,4,Male,72.4
28,Glasses,AI,49,48,1,121358.9672,21535.17068,2,Male,62.3
47,Glasses,AI,49,46,5,77077.67032,15972.8741,4,Male,74.9
31,Glasses,AI,41,35,5,90937.73058,21945.02293,1,Female,76.5
29,Glasses,AI,37,30,7,82689.18822,18239.49345,2,Female,68.1
11,Glasses,Search Engine,34,27,7,93903.57665,19193.17616,3,Male,69.3
29,Glasses,AI,41,35,6,113472.2948,19117.25463,3,Male,68.8
80,Glasses,BigData,30,23,6,40000,15298.24711,4,Male,69.3
1,Glasses,Design,43,39,4,151441.2357,19517.94572,2,Female,71.2
65,Pear,Design,49,48,1,83071.37919,9000,4,Female,67.1
69,Glasses,Search Engine,49,48,5,56063.62628,18751.40888,1,Male,66.5
19,Pear,Design,38,37,1,85240.01491,22320.40937,1,Male,71.8
24,Cheerper,Support,30,22,9,64657.52929,13032.89012,4,Female,72
40,Glasses,AI,31,28,3,87796.06007,13575.90868,5,Female,69
12,Glasses,BigData,32,25,7,76783.00799,16941.2903,3,Male,72.8
5,Glasses,BigData,30,22,4,58714.13636,24792.91,1,Female,63.8
1,Glasses,AI,36,27,9,90392.27699,21074.3946,1,Female,74.5
37,Cheerper,Search Engine,46,40,6,85731.01206,17089.87087,3,Male,70.7
28,Glasses,Search Engine,42,37,5,86808.09956,23188.5663,1,Female,73.5
21,Glasses,Search Engine,32,23,9,57391.79678,13659.07224,3,Female,75
1,Pear,Sales,32,27,6,114155.3918,20520.97597,1,Female,77.8
2,Glasses,AI,35,32,3,117712.215,22797.64029,2,Female,71.9
1,Cheerper,Support,34,29,6,91785.3791,22990.4974,2,Male,77.5
14,Glasses,AI,30,22,5,91950.50677,24792.91,2,Male,70.1
35,Glasses,AI,37,31,6,98564.93424,13808.2327,4,Male,71
15,Pear,Sales,49,48,1,147734.0666,19025.36598,2,Female,71
29,Pear,Design,37,35,1,91601.26129,20504.796,1,Female,74.7
26,Cheerper,BigData,32,24,8,79379.16344,24792.91,1,Female,75.8
43,Glasses,AI,30,22,9,58484.81351,23222.70518,2,Female,73.6
26,Glasses,BigData,31,26,5,66566.82722,22648.22165,2,Female,65.6
29,Glasses,AI,35,24,9,59954.53299,14762.65291,2,Male,76.2
1,Cheerper,Search Engine,30,22,8,110170.6842,24792.91,1,Male,68.3
50,Cheerper,BigData,41,38,3,67236.23466,17026.77911,3,Female,67.1
45,Cheerper,Support,38,36,1,62848.87311,18811.13985,3,Female,65.2
74,Cheerper,BigData,32,26,6,40000,18890.82432,4,Male,71.7
26,Glasses,AI,39,35,4,121654.6576,20532.03489,3,Male,77.9
44,Pear,Sales,39,40,1,91021.78646,24792.91,2,Male,66.1
21,Pear,Sales,32,30,1,124666.637,24792.91,2,Female,79
1,Glasses,AI,30,26,4,147286.3422,9956.321557,4,Male,75.9
42,Pear,Sales,32,24,7,83051.00072,24792.91,1,Female,65.1
9,Pear,Sales,42,38,4,127225.2585,22983.27799,1,Male,70.1
11,Glasses,BigData,30,22,8,84370.59365,22873.11762,2,Female,67.4
39,Glasses,AI,34,27,7,79397.35186,13458.19233,4,Female,75.8
1,Glasses,AI,35,29,6,107338.9009,23716.63528,1,Male,67.3
36,Glasses,BigData,44,37,6,62767.47691,16580.93969,2,Male,64.6
20,Cheerper,BigData,31,22,9,64056.76005,24792.91,1,Male,71.3
59,Pear,AI,37,33,5,47605.60946,14706.48415,4,Female,77.9
78,Cheerper,Support,33,30,3,40000,22856.23867,3,Female,70.3
1,Glasses,BigData,33,30,3,104820.6021,20556.66796,4,Female,73.2
56,Glasses,AI,42,35,6,86042.70548,9125.041565,4,Female,74.8
38,Glasses,AI,34,28,5,55033.03057,19233.70483,2,Female,64.3
20,Pear,AI,35,36,1,68612.2193,18539.80193,3,Male,66.2
54,Pear,Sales,42,36,6,66371.60178,17394.53681,1,Female,72.6
25,Cheerper,BigData,49,47,3,92184.86095,12950.20211,4,Male,69.3
20,Glasses,Search Engine,38,30,8,94530.23166,14872.41127,4,Male,81.5
21,Glasses,Search Engine,37,31,6,78348.43162,12194.84676,3,Female,66.2
1,Glasses,AI,34,28,6,130560.4478,20115.68664,2,Female,67.6
25,Pear,AI,30,26,4,48534.73817,22793.70121,1,Female,72.8
28,Cheerper,BigData,49,48,1,94263.07943,20522.92445,2,Male,68.3
21,Glasses,Search Engine,45,41,5,96035.55014,15321.51312,2,Female,58
46,Glasses,AI,32,27,5,70698.95252,23989.22922,2,Male,81.5
10,Pear,Sales,31,26,5,94101.88155,24792.91,1,Female,66.4
14,Glasses,AI,47,44,3,132013.1182,21952.07563,3,Male,74.7
44,Pear,Sales,35,28,7,109897.2886,12374.57511,4,Female,66.3
3,Glasses,Search Engine,45,40,5,109179.4326,17392.5172,2,Male,68.1
46,Glasses,Design,42,41,1,73496.75688,20638.22235,2,Male,63
58,Pear,Design,38,38,1,88889.22707,12344.14666,5,Female,67.2
18,Cheerper,Support,36,30,6,112642.5946,12583.29627,5,Male,69.1
22,Glasses,Search Engine,30,22,6,68017.32941,24792.91,1,Male,71.3
35,Glasses,Search Engine,30,24,4,79086.84341,21847.5097,3,Male,69.5
1,Glasses,Design,37,27,9,149725.387,21432.27006,2,Female,66
36,Cheerper,Search Engine,33,24,9,78100.3827,20322.13212,2,Male,70.4
23,Pear,Sales,43,43,1,126802.8359,21774.4654,2,Female,78.4
16,Glasses,AI,49,48,3,141451.3908,21480.9982,1,Male,78.7
54,Glasses,Search Engine,33,30,3,40000,24792.91,2,Male,73.5
39,Cheerper,Support,49,44,6,63098.7646,9730.311436,4,Male,76.3
28,Pear,Design,47,45,2,93047.79002,20448.4993,1,Male,81.9
7,Cheerper,BigData,35,28,7,95266.49474,11437.38242,5,Female,75.4
46,Pear,Design,30,22,9,58127.95376,19649.8083,2,Female,76.1
18,Cheerper,BigData,30,22,9,97820.68845,14527.41891,3,Male,65.1
45,Glasses,AI,43,39,4,60129.49492,13011.80491,3,Female,66.5
65,Cheerper,BigData,45,40,5,54212.36856,15502.56489,4,Female,72.3
25,Cheerper,Search Engine,48,44,5,124496.0456,16745.43429,2,Female,68.6
6,Glasses,Design,39,34,4,127012.8572,18032.25181,3,Female,66.9
21,Glasses,AI,34,30,4,79142.57018,14262.54011,3,Male,67.2
13,Pear,Design,36,32,5,94426.9153,16458.85181,2,Female,64.9
55,Glasses,AI,37,31,7,64746.75634,16562.71917,3,Male,68.7
32,Glasses,Design,47,44,2,122060.5673,14107.45571,4,Female,73.3
12,Glasses,AI,42,38,4,126228.6378,16054.41453,3,Female,81
56,Glasses,AI,43,41,2,78846.76591,24792.91,1,Female,75.4
44,Glasses,BigData,33,29,4,42576.86073,15959.99424,2,Female,74.7
66,Glasses,Search Engine,32,30,2,48881.70424,24792.91,2,Male,62.8
24,Pear,Design,31,27,4,97970.27943,13519.14989,4,Male,72
19,Pear,Sales,43,43,1,121059.077,24792.91,1,Male,70.8
49,Glasses,Search Engine,46,48,1,83793.90905,21926.69229,3,Female,72.7
17,Glasses,Search Engine,30,22,9,75886.07942,20003.33857,2,Female,71.1
1,Glasses,AI,45,39,6,111102.3614,18105.1149,3,Female,81.1
62,Cheerper,Search Engine,41,34,7,51837.0171,12640.52002,2,Male,73.1
53,Pear,Design,38,40,1,95271.3141,16757.06291,4,Male,71.6
13,Pear,Sales,30,22,7,134312.9978,20659.53364,3,Male,62.5
49,Cheerper,Support,36,30,6,40000,11636.24498,4,Male,71.8
20,Glasses,AI,37,33,4,89679.3484,24792.91,1,Male,77.5
60,Cheerper,Support,37,30,7,44392.06596,14930.60672,3,Female,75.4
46,Glasses,AI,49,48,6,92647.42431,15140.22586,3,Female,62.2
50,Cheerper,BigData,49,47,3,67212.57309,20079.83103,2,Male,69.8
19,Glasses,Search Engine,43,42,1,105118.2958,11367.26915,4,Female,79.8
1,Pear,Sales,39,32,7,113337.607,24792.91,1,Male,72
30,Glasses,AI,49,43,8,102284.5586,20644.24472,1,Male,75.2
1,Glasses,AI,33,26,7,108836.9053,14861.38621,3,Female,80.5
76,Cheerper,Support,32,25,7,47608.19383,14719.01477,5,Male,71.6
35,Glasses,Design,45,41,4,114559.052,12235.5771,4,Female,76.1
40,Cheerper,BigData,39,31,8,57769.40449,12814.79287,3,Male,75.1
66,Glasses,Search Engine,44,46,1,54013.82761,15743.49543,4,Male,74.3
3,Cheerper,BigData,32,24,9,105468.6927,16437.58561,3,Female,74.9
37,Cheerper,Search Engine,49,44,5,80370.04265,16605.48419,2,Female,69.9
6,Pear,Sales,39,33,5,149127.801,18339.89597,2,Male,69.9
24,Pear,Sales,32,27,5,105543.8534,11824.96808,3,Female,67.5
16,Glasses,Search Engine,39,35,4,92533.39969,18633.7462,4,Female,63.6
35,Glasses,Search Engine,42,39,3,98381.81693,14397.683,4,Female,77.9
80,Glasses,Search Engine,49,48,1,84457.68605,9000,5,Female,71.5
39,Glasses,AI,38,33,5,40000,18388.83298,2,Male,78.1
10,Glasses,AI,33,28,5,103602.3957,14903.19867,4,Male,79.7
60,Glasses,Search Engine,31,29,2,78474.20209,9000,5,Male,71.1
1,Pear,Design,35,30,6,97648.66723,17154.96914,2,Female,65.7
41,Glasses,AI,39,37,2,79007.48086,24792.91,1,Female,70.3
70,Pear,Design,38,34,4,70958.02781,18541.95554,3,Male,68.4
13,Cheerper,Support,35,31,4,45698.213,17846.29459,3,Female,61.7
40,Glasses,BigData,30,22,8,40000,19445.03941,2,Male,70.1
72,Cheerper,Support,42,37,5,56678.64392,15167.0059,3,Female,71.9
76,Glasses,Design,38,35,3,59981.69505,9000,5,Female,68.3
12,Cheerper,BigData,30,23,5,81184.34189,13268.66211,5,Male,67.8
27,Glasses,AI,34,29,5,64417.05989,18825.51758,2,Male,65.5
34,Glasses,AI,47,42,5,128956.8532,13393.75481,4,Male,73.5
1,Glasses,AI,30,23,6,121228.104,24792.91,1,Male,81.3
80,Glasses,Search Engine,47,47,1,63147.22365,15263.56244,4,Female,77.7
1,Pear,Design,33,26,7,144301.9067,15598.00645,3,Male,75.7
17,Pear,Sales,33,31,3,151417.5914,19569.68349,3,Female,74.6
20,Cheerper,Support,33,27,6,54359.86189,15629.997,3,Male,71.5
39,Pear,AI,46,45,1,85881.08146,13837.04021,2,Male,62.3
33,Cheerper,BigData,36,32,4,98095.64412,17552.2234,3,Female,69.8
8,Glasses,AI,41,36,5,100749.2608,10590.11036,3,Female,67.4
27,Glasses,Design,48,41,7,102827.0847,16194.94334,1,Male,74
64,Glasses,AI,37,34,2,71889.72242,21113.43948,2,Female,77.3
42,Glasses,Search Engine,40,38,2,100486.972,17252.33471,4,Female,81.2
38,Glasses,AI,37,32,5,85570.36031,23047.18737,1,Female,72.4
1,Glasses,AI,30,22,8,102500.9907,11866.44311,3,Female,64.3
9,Glasses,Search Engine,30,22,8,105020.1327,22880.55057,3,Female,72.9
6,Glasses,AI,36,31,6,91513.33124,22382.42429,2,Male,72.7
58,Glasses,AI,43,38,5,73834.50698,11454.85455,5,Male,75.7
56,Glasses,Search Engine,33,29,4,69995.18654,11142.81895,5,Male,71.4
80,Glasses,Search Engine,46,47,1,43368.09076,20621.38126,3,Female,71.6
62,Cheerper,Support,31,23,8,40000,17699.80646,2,Female,69.5
40,Cheerper,Search Engine,35,28,8,93372.4475,16659.25373,2,Male,71.3
42,Cheerper,BigData,49,47,3,72951.9778,19116.47206,2,Female,74.6
30,Glasses,AI,49,48,1,102324.2179,17474.4412,1,Male,61.4
25,Glasses,BigData,36,33,2,89771.44012,16252.45822,4,Male,69.5
16,Glasses,AI,44,38,6,106891.7928,13059.76834,4,Male,76.1
26,Pear,AI,37,34,3,70763.65262,9731.665591,5,Male,79.6
44,Glasses,AI,48,48,1,92205.88519,16722.35945,3,Female,69.4
1,Pear,Sales,30,22,9,118510.2438,24792.91,1,Male,78.8
51,Pear,Sales,34,33,1,69716.28749,17622.00797,3,Female,79.1
1,Glasses,Search Engine,41,35,7,78899.94969,24792.91,1,Female,70.9
39,Glasses,Search Engine,49,41,8,67582.33439,21383.49535,1,Female,70.8
4,Cheerper,Support,34,26,8,75259.17489,22399.58479,2,Female,71.9
13,Pear,Design,31,23,8,113427.0858,16192.62069,4,Male,72.2
5,Glasses,Design,30,23,4,120640.6049,16062.20931,4,Male,76.8
9,Glasses,AI,36,31,4,122679.4458,12348.92036,4,Female,67.8
28,Pear,Sales,37,36,2,96934.97619,24159.23406,1,Male,78.8
45,Cheerper,Support,41,37,4,96535.32553,9000,5,Male,67.9
30,Glasses,AI,35,25,9,72765.31203,9000,5,Male,66.8
1,Glasses,AI,31,25,6,113355.6487,21436.97268,2,Female,74.7
34,Glasses,AI,34,33,1,84689.04585,18398.38401,3,Female,76.8
6,Glasses,AI,42,38,4,99015.99823,24792.91,1,Female,72.9
34,Pear,Design,48,48,1,119898.5272,18182.81463,4,Male,73.6
65,Glasses,Search Engine,47,48,1,65434.13373,12882.22051,3,Female,81.1
11,Cheerper,Support,39,31,8,61955.36485,19311.83033,1,Female,79.3
25,Glasses,BigData,34,29,6,61702.46191,15727.70304,4,Male,72.3
21,Pear,Design,30,22,8,55845.49487,21436.75372,3,Male,70.4
9,Glasses,BigData,39,36,4,79301.13366,21427.38621,2,Female,77.3
47,Glasses,Search Engine,32,28,4,40000,20702.72555,2,Male,75.6
28,Glasses,Search Engine,31,26,5,92617.2098,13771.14994,5,Female,73.8
46,Glasses,AI,34,33,1,71329.67954,24150.0118,2,Male,69.1
16,Pear,Sales,38,33,5,116598.6999,16711.7513,3,Male,71.7
38,Cheerper,Support,49,41,9,83855.46068,10913.88639,3,Male,73.1
25,Glasses,Search Engine,42,47,1,120910.639,16441.08213,4,Female,69.5
60,Cheerper,Search Engine,47,38,9,74808.19732,16375.35873,3,Female,70.7
39,Cheerper,BigData,35,30,5,40000,22022.32422,2,Male,73.3
1,Glasses,Design,34,31,3,153000,19207.46005,2,Male,68.1
1,Glasses,AI,39,33,6,133120.597,15486.86634,2,Female,73.3
43,Glasses,AI,42,41,1,63270.23963,13530.45242,3,Female,60.6
52,Cheerper,Support,39,36,3,58564.85204,12276.71512,5,Male,68.5
80,Pear,AI,47,48,1,40000,24792.91,1,Male,76.8
8,Pear,Design,33,28,5,96003.98813,22308.77672,3,Male,67.3
1,Pear,Sales,30,22,3,142188.0572,22745.29371,1,Female,74.1
47,Cheerper,Search Engine,34,25,9,69853.53171,13880.26766,3,Male,69
8,Glasses,AI,46,38,7,106471.2865,22822.90452,1,Male,77
9,Glasses,AI,35,32,2,85859.63599,12223.91904,5,Male,69.6
38,Pear,AI,36,32,4,56102.7208,24792.91,1,Male,70
69,Pear,Search Engine,33,35,1,40000,16570.30709,3,Male,70.9
61,Cheerper,Support,35,39,1,44944.26701,13479.49514,5,Male,64
66,Pear,Sales,49,48,2,100584.1783,23089.84831,1,Male,76.6
1,Glasses,Design,45,42,3,123867.8952,19578.24746,1,Male,78.4
57,Glasses,AI,39,33,6,53299.20858,19071.3024,1,Male,70.6
48,Cheerper,BigData,36,31,5,62740.19486,21621.7868,2,Female,74.6
1,Glasses,BigData,30,22,3,72199.16771,24792.91,1,Male,75
27,Pear,Sales,38,35,3,115279.793,10111.02315,5,Female,71
1,Glasses,AI,35,29,6,120385.1471,17944.89318,2,Female,66.7
11,Glasses,Design,39,31,8,108926.2165,16670.0546,1,Female,81
22,Glasses,Search Engine,41,36,6,85028.55972,22116.54055,1,Male,70.6
75,Cheerper,Support,48,43,5,48120.37301,24792.91,2,Male,69.5
1,Pear,Sales,30,26,2,147766.7896,11212.11918,4,Female,79
19,Cheerper,BigData,30,22,7,56272.30585,24792.91,1,Male,75.3
42,Cheerper,Support,36,31,5,84180.54479,11336.50837,5,Female,73.3
21,Cheerper,Support,33,30,4,67291.01716,17624.53389,4,Female,66.7
36,Glasses,Search Engine,37,32,6,61390.59461,21896.05265,2,Male,76.4
54,Glasses,Search Engine,42,37,6,40480.15929,14996.28411,3,Male,87.1
52,Glasses,Search Engine,38,34,4,73908.51587,20994.88374,2,Female,76.2
17,Pear,Design,46,40,6,119640.5554,22766.47736,1,Male,75.3
45,Cheerper,BigData,38,33,5,43602.22019,24447.58823,1,Female,75.7
79,Pear,Design,42,37,5,54088.40233,13485.58024,4,Female,70.7
21,Cheerper,BigData,31,24,8,77310.02435,18108.83226,2,Male,71
21,Pear,Sales,37,29,8,140602.3637,20650.74941,2,Female,71.2
33,Glasses,AI,31,26,5,55274.5024,22688.08403,1,Male,68.9
46,Glasses,BigData,42,39,3,40000,20735.76119,1,Female,69.9
30,Cheerper,Support,43,38,5,88747.59519,18321.3682,3,Male,70.6
39,Cheerper,Support,37,29,7,57908.02364,22245.49089,2,Male,71.4
27,Glasses,BigData,41,35,6,74245.35208,19233.96513,2,Male,71.2
19,Glasses,Search Engine,49,48,2,116781.8852,24792.91,1,Male,73
49,Cheerper,Support,41,38,3,65202.89515,12716.99777,5,Female,72
